strategy,transition_step,source_id,source_nombre,target_id,target_nombre,score_before,score_after,delta_score,rank_before,rank_after,delta_rank_improvement,relation
eva_adaptive_open,2,I26,SAN PABLO,C049,FEDERICO ERRÁZURIZ (EX SERRANO),0.32905890532348764,0.5607503270744679,0.2316914217509803,48,4,44,complementarity_signal
eva_adaptive_open,4,I30,WALKER - HUALLE - AGUIRRE,C067,CARDENAL RAUL SILVA HENRIQUEZ,0.31744308727562154,0.5434807753199901,0.22603768804436852,50,3,47,complementarity_signal
eva_adaptive_open,22,EP-I33,LA CHIMBA,C051,JOSE MIGUEL INFANTE - DOMINGO STA MARIA,0.22770327755636682,0.42708821338120667,0.19938493582483985,94,2,92,complementarity_signal
eva_adaptive_open,30,I24,RADAL,I03,CARRASCAL,0.24854515940907576,0.438713701690571,0.19016854228149524,83,1,82,complementarity_signal
eva_adaptive_open,26,C046,EUCALIPTOS,C052,BAQUEDANO - POSTALES ORIENTE,0.2725119994529144,0.45398736918438526,0.18147536973147088,78,1,77,complementarity_signal
eva_adaptive_open,22,EP-I33,LA CHIMBA,C082,CAUPOLICAN,0.24201028797730914,0.4155589571947977,0.17354866921748854,90,4,86,complementarity_signal
eva_adaptive_open,25,C089,J J PEREZ,C046,EUCALIPTOS,0.28018177357498764,0.4510300184987758,0.17084824492378814,75,1,74,complementarity_signal
eva_adaptive_open,9,I16,MATTA-VESPUCIO NORTE,I22,PEDRO FONTOVA,0.4733549449885601,0.6247029669832711,0.15134802199471098,8,1,7,complementarity_signal
eva_adaptive_open,11,I19,PAC-LO ESPEJO-SN BDO,C011,EYZAGUIRRE,0.2597262361382782,0.39827664504855376,0.13855040891027554,84,17,67,complementarity_signal
eva_adaptive_open,19,EP-I10,GRAN AVENIDA,C089,J J PEREZ,0.2638601848792436,0.3968492429716954,0.13298905809245176,79,8,71,complementarity_signal
eva_adaptive_open,11,I19,PAC-LO ESPEJO-SN BDO,C072,COVADONGA,0.2222660174854263,0.34353879092517015,0.12127277343974385,108,33,75,complementarity_signal
eva_adaptive_open,19,EP-I10,GRAN AVENIDA,C054,VICTORIA,0.24708696376855838,0.3665618678064444,0.11947490403788602,90,17,73,complementarity_signal
eva_adaptive_open,11,I19,PAC-LO ESPEJO-SN BDO,C019,LAS HIJUELAS SUR - LIBERTADOR BERNARDO OHIGGINS,0.23151138733257812,0.3451478982392984,0.1136365109067203,101,32,69,complementarity_signal
eva_adaptive_open,1,I12,LAS REJAS - SUIZA - DEPARTAMENTAL,I04,DEL FERROCARRIL,0.3940478916997146,0.5026073146224199,0.10855942292270532,32,9,23,complementarity_signal
eva_adaptive_open,23,C086,LA ESTRELLA,I23,PETERSEN - VICUÑA MACKENNA,0.28720997267232284,0.392473780071136,0.10526380739881314,74,10,64,complementarity_signal
eva_adaptive_open,14,EP-ALAMEDA-T3,ALAMEDA TRAMO 3,C056,TEMUCO - TORO MAZOTTE,0.25241364378738895,0.35677635060669255,0.1043627068193036,90,26,64,complementarity_signal
eva_adaptive_open,6,C067,CARDENAL RAUL SILVA HENRIQUEZ,I19,PAC-LO ESPEJO-SN BDO,0.4386106205435798,0.5387182160664462,0.10010759552286641,14,3,11,complementarity_signal
eva_adaptive_open,22,EP-I33,LA CHIMBA,C086,LA ESTRELLA,0.40582174457529135,0.49707937215384324,0.09125762757855188,4,1,3,complementarity_signal
eva_adaptive_open,15,I10,GRAN AVENIDA,I31,FERNANDEZ ALBANO,0.27793271006427517,0.3607126285891027,0.08277991852482752,78,21,57,complementarity_signal
eva_adaptive_open,2,I26,SAN PABLO,C039,TUPUNGATO,0.22275270275256875,0.2972177850899593,0.07446508233739052,113,68,45,complementarity_signal
eva_adaptive_open,25,C089,J J PEREZ,C055,ARTURO PRAT,0.22407331213030995,0.2977673419810562,0.07369402985074625,93,60,33,complementarity_signal
eva_adaptive_open,14,EP-ALAMEDA-T3,ALAMEDA TRAMO 3,C063,LONGITUDINAL,0.28538182252354,0.3582564854774885,0.07287466295394851,73,25,48,complementarity_signal
eva_adaptive_open,2,I26,SAN PABLO,I18,NUEVA IMPERIAL,0.2713475180044774,0.34394633098034916,0.07259881297587178,82,43,39,complementarity_signal
eva_adaptive_open,1,I12,LAS REJAS - SUIZA - DEPARTAMENTAL,I08,GENERAL OSCAR BONILLA,0.44379823929485906,0.5152019385572235,0.07140369926236445,16,7,9,complementarity_signal
eva_adaptive_open,1,I12,LAS REJAS - SUIZA - DEPARTAMENTAL,C023,AVENIDA DORSAL,0.34913804016037303,0.4198963414700359,0.07075830130966287,48,24,24,complementarity_signal
eva_adaptive_open,14,EP-ALAMEDA-T3,ALAMEDA TRAMO 3,C035,PRODIVENCIA,0.27556952254522565,0.34424095963098794,0.06867143708576229,79,31,48,complementarity_signal
eva_adaptive_open,16,I01,BARÓN DE JURAS REALES,I32,EINSTEIN,0.3063172765506008,0.3746380343850449,0.06832075783444408,52,17,35,complementarity_signal
eva_adaptive_open,8,C068,SAN CARLOS,C060,ROJAS MAGALLANES,0.28736167748139896,0.3547107833738353,0.06734910589243637,70,31,39,complementarity_signal
eva_adaptive_open,27,C052,BAQUEDANO - POSTALES ORIENTE,C035,PRODIVENCIA,0.3722260342578536,0.43939021336233125,0.06716417910447764,16,1,15,complementarity_signal
eva_adaptive_open,29,C063,LONGITUDINAL,C053,CONDELL,0.2912491237459163,0.35841330285039397,0.06716417910447764,70,16,54,complementarity_signal
